id,title,content,publication_date,source_url,is_duplicate,category
56,"Review: 'Barry' takes a whack at its farewell season",""Barry" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.","2024-01-29 12:42:49",https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,0,Others
57,"Weekend Business News Roundup January 27, 2024","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/691653f5045499e4600939c8f7469625.jpg" /><p>Japan and Singapore enjoyed the shared distinction of <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/most-powerful-passports-2023-ranking-1850024908" rel="noopener noreferrer" target="_blank">having the most powerful passports in the world</a> since 2019. But they’re not alone anymore. </p><p><a href="https://qz.com/weekend-business-news-roundup-january-27-2024-1851201021">Read more...</a></p>","2024-01-29 12:42:49",https://qz.com/weekend-business-news-roundup-january-27-2024-1851201021,0,Others
58,"New Jersey Democrats seeking to cover out-of-pocket abortion costs","New Jersey Gov. Phil Murphy and the state&apos;s Democrat-led Legislature are proposing a measure to cover out-of-pocket costs for a woman wanting an abortion.","2024-01-29 12:42:49",https://www.foxnews.com/politics/new-jersey-democrats-seeking-cover-out-pocket-abortion-costs,0,Others
59,"AI girlfriend chatbots won't last","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7532a116eed8ae00b36baa1e331c3ba2.jpg" /><p>Relationship <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/more-than-2-500-apps-launched-in-2023-with-chatbot-in-1851153054" rel="noopener noreferrer" target="_blank">chatbots</a> are all the rage right now. Just look at the plethora of <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/ai-girlfriend-bots-are-already-flooding-openai-s-gpt-st-1851159131" rel="noopener noreferrer" target="_blank">AI girlfriend bots that quickly flooded OpenAI’s GPT store</a> after it launched earlier this month—even though they seemed to violate the new store’s rules.</p><p><a href="https://qz.com/ai-girlfriend-chatbots-openai-gpt-store-relationships-1851198193">Read more...</a></p>","2024-01-29 12:42:50",https://qz.com/ai-girlfriend-chatbots-openai-gpt-store-relationships-1851198193,0,Others
60,"$83M verdict in E. Jean Carroll case against Trump ignites firestorm: 'Democrats are using the system'","A federal jury&apos;s decision ordering Donald Trump to pay E. Jean Carroll more than $83 million in damages Friday ignited a political firestorm.","2024-01-29 12:42:50",https://www.foxnews.com/politics/verdict-e-jean-carroll-defamation-case-trump-ignites-firestorm-democrats-using-system,0,"Terrorism / Protest / Political Unrest / Riot"
61,"Huge market headwinds made house flipper profits less gigantic last year","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/163cf5ff0049365381b4b601d705ddd5.jpg" /><p>A lot of people don’t want to sell their houses because their interest rates are too good and they’re scared they won’t be able to afford something better. A lot of people can’t buy a house because interest rates are too high and they can’t afford anything at all. So when transactions do happen—in 2023, existing US…</p><p><a href="https://qz.com/selling-houses-less-profitable-2023-1851194261">Read more...</a></p>","2024-01-29 12:42:50",https://qz.com/selling-houses-less-profitable-2023-1851194261,0,Others
62,"AOC says Biden 'can do more' to earn votes than just attack Trump","Rep. Alexandria Ocasio-Cortez called on President Biden to &quot;do more&quot; to earn votes for re-election by offering free education and health care.","2024-01-29 12:42:50",https://www.foxnews.com/politics/aoc-says-biden-can-do-more-earn-votes-just-attack-trump,0,Others
63,"Microsoft, Google, Salesforce, and more: 2024 starts with tech layoffs already set to surpass last year","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/cc77853c21f262c97bfa16534d527fde.jpg" /><p>There have been <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/tech-layoffs-might-surpass-2023-1851198088" rel="noopener noreferrer" target="_blank">more than 24,000 layoffs in the tech industry</a> in just the first few weeks of 2024. The total number of<a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/tech-layoffs-might-surpass-2023-1851198088" rel="noopener noreferrer" target="_blank"> job cuts doubled this week alone</a>, squashing hopes for an end to <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/from-overhiring-to-optionality-what-we-can-learn-from-1850267076" rel="noopener noreferrer" target="_blank">last year’s doom and gloom in tech</a>.</p><p><a href="https://qz.com/google-amazon-apple-tech-layoffs-1851173569">Read more...</a></p>","2024-01-29 12:42:50",https://qz.com/google-amazon-apple-tech-layoffs-1851173569,0,Others
64,"House Republicans unveil articles of impeachment against DHS Sec. Mayorkas","House Republicans released two articles of impeachment against DHS Sec. Alejandro Mayorkas, but the Biden administration argues they are &quot;baseless.&quot;","2024-01-29 12:42:50",https://www.foxnews.com/politics/house-republicans-unveil-articles-impeachment-dhs-sec-mayorkas,0,Others
65,"Elon Musk's AI startup is reportedly looking to raise up to $6 billion","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1e3b0a6c83a146ea9901be5df186961c.jpg" /><p>Looks like Elon Musk is trying to mount a challenge to OpenAI—with some serious funding behind it. His competitor xAI is reportedly in talks to raise up to $6 billion at a proposed valuation of $20 billion, the Financial Times <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://www.ft.com/content/28983bdc-2a38-4103-beae-08d9542ab69d" rel="noopener noreferrer" target="_blank">reported on Friday</a> (Jan. 26).<br /></p><p><a href="https://qz.com/elon-musks-ai-startup-is-reportedly-looking-to-raise-up-1851200609">Read more...</a></p>","2024-01-29 12:42:50",https://qz.com/elon-musks-ai-startup-is-reportedly-looking-to-raise-up-1851200609,0,Others
66,"Iran-backed militia kills 3 US troops just weeks after Biden said Tehran knows 'not to do anything'","President Biden expressed confidence weeks before Iran-backed militia groups killed U.S. troops in Jordan that Iran knew &quot;not to do anything.&quot;","2024-01-29 12:42:51",https://www.foxnews.com/politics/iran-backed-militia-kills-3-us-troops-just-weeks-biden-said-tehran-knows-not-do-anything,0,Others
67,"Americans are shopping their way to a stronger economy","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/5b5434cb653ccfccdf3a715c1272a77e.jpg" /><p>The economy is still humming! </p><p><a href="https://qz.com/shopping-is-driving-us-economy-1851196614">Read more...</a></p>","2024-01-29 12:42:51",https://qz.com/shopping-is-driving-us-economy-1851196614,0,Others
68,"Lankford cites 'election year' for waning GOP support on border bill: 'Not about letting 5000 people in a day'","Sen. James Lankford, R-Okla., on Sunday explained why he is moving forward on border bill negotiations despite Republican concern of handing President Biden an election year win.","2024-01-29 12:42:51",https://www.foxnews.com/politics/lankford-cites-election-year-waning-gop-support-border-bill-not-about-letting-5000-people-a-day,0,Others
69,"🚀 Space Business: A lunar new year","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/97c84332e690c368f43fa8d5c6e9f937.jpg" /><p>We’ll be taking a break from Space Business for a bit! In the meantime, keep your eyes on the skies (and if you want more Quartz in your inbox, <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://qz.com/newsletter" rel="noopener noreferrer" target="_blank">check out our other newsletters</a>)!</p><p><a href="https://qz.com/emails/space-business/1851194792/space-business-a-lunar-new-year">Read more...</a></p>","2024-01-29 12:42:51",https://qz.com/emails/space-business/1851194792/space-business-a-lunar-new-year,0,Others
70,"Trump aide's sentence for defying Congress highlights 'two-tier' justice system: observer","Former Trump adviser Peter Navarro has been sentenced to prison for flouting a congressional subpoena, and one legal expert is calling foul on the DOJ for its double standards.","2024-01-29 12:42:51",https://www.foxnews.com/politics/trump-aides-sentence-defying-congress-highlights-two-tier-justice-system-observer,0,Others
71,"Sephora tweens are giving LVMH's profits a nice glow","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/fad8a091789fc7d082dea33ff925e178.jpg" /><p>Everyone’s been talking about the Sephora tweens: Young customers who flock to the beauty store in search of pricey skincare products to rejuvenate faces too young to register the wear and tear of life. Some people are <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://www.dailymail.co.uk/femail/article-12984249/sephora-teens-ruin-beauty-product-samples-store.html" rel="noopener noreferrer" target="_blank">scared of them</a>. Some are <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://www.axios.com/2024/01/25/sephora-kids-tweens-anti-aging-skin-care-parents" rel="noopener noreferrer" target="_blank">scared for them</a>. Some would like to remind horrified onlookers that <a class="sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link" href="https://www.allure.com/story/sephora-tweens-are-nothing-new" rel="noopener noreferrer" target="_blank">they…</a></p><p><a href="https://qz.com/sephora-tweens-lvmh-profits-boost-1851198488">Read more...</a></p>","2024-01-29 12:42:51",https://qz.com/sephora-tweens-lvmh-profits-boost-1851198488,0,Others
72,"Shah Rukh Khan: The king of cinema is back","<img class="type:primaryImage" src="https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ab36dd4905fad76f26e1cc4cdbaa47b9.jpg" /><p><strong>Back with a bang</strong><br /></p><p><a href="https://qz.com/emails/quartz-obsession/1851193320/shah-rukh-khan-the-king-of-cinema-is-back">Read more...</a></p>","2024-01-29 12:42:52",https://qz.com/emails/quartz-obsession/1851193320/shah-rukh-khan-the-king-of-cinema-is-back,0,Others
73,"Former Green Beret shreds 'criminally incompetent' Biden, stresses need for more veterans in Congress","Former Green Beret Pat Harrigan, a Republican from North Carolina, ripped President Biden as &quot;criminally incompetent,&quot; and stressed the need for more veterans in Congress.","2024-01-29 12:42:52",https://www.foxnews.com/politics/former-green-beret-shreds-criminally-incompetent-biden-stresses-need-more-veterans-congress,0,Others
74,"NSA purchases Americans' internet browsing data without warrants, senator's documents show","The National Security Agency buys Americans&apos; internet browsing information, including about the websites they visit and the apps they use, without warrants, Sen. Ron Wyden revealed.","2024-01-29 12:42:52",https://www.foxnews.com/politics/nsa-purchases-americans-internet-browsing-data-without-warrants-senator-documents,0,Others
75,"Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar","WASHINGTON — Secretary of State Rex Tillerson is condemning reported atrocities committed against Rohingya Muslims in Myanmar, and he says those responsible — perhaps the country's military — will be held accountable.","2024-01-29 12:42:52",http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/,0,Others
76,"Vulnerable House Dem caught on Zoom call lamenting 'Trump Kool-Aid' voters in her district","Rep. Susan Wild, D-Pa., said she was &quot;dismayed&quot; to find out she would be representing a county that strongly supports Donald Trump after redistricting efforts in the state.","2024-01-29 12:42:52",https://www.foxnews.com/politics/vulnerable-house-dem-caught-zoom-call-lamenting-trump-kool-aid-voters-district,0,Others
77,"Xi Jinping celebrates China’s rising power — and his own","President Xi Jinping opened China’s twice-per decade Communist Party Congress on Wednesday hailing the reforms he put in place during his first five-year term and sharing his vision for where he hopes to take the nation. William Brangham reports on the congress as it prepares to announce Xi’s successor and how new leadership may transform China’s role as a global economic partner.","2024-01-29 12:42:52",http://www.pbs.org/newshour/bb/xi-jinping-celebrates-chinas-rising-power/,0,Others
78,"Republican ex-judge argued Trump engaged in insurrection, should be removed from Illinois primary ballot","A Republican retired judge is arguing that former President Trump should be removed from Illinois’ primary ballot for engaging in an insurrection in the Jan. 6 US Capitol attacks.","2024-01-29 12:42:53",https://www.foxnews.com/politics/republican-ex-judge-argued-trump-engaged-insurrection-should-removed-illinois-primary-ballot,0,Others
79,"India calls Pakistan's claim of targeted killings 'false'","Islamabad on Thursday accused India of killing two of its citizens on its soil in 2023.","2024-01-29 12:42:53",https://www.bbc.co.uk/news/world-asia-india-68091822?at_medium=RSS&at_campaign=KARANGA,0,Others
80,"Haley blasts RNC for rushing to Trump as nominee, calls on Americans to 'remember what normal felt like'","Nikki Haley ripped the Republican National Committee for siding with former President Donald Trump to be the party&apos;s presidential nominee.","2024-01-29 12:42:53",https://www.foxnews.com/politics/haley-blasts-rnc-rushing-trump-nominee-calls-americans-remember-what-normal-felt-like,0,Others
81,"Haji Malang: The Sufi shrine caught up in a religious row in Mumbai","Both Hindus and Muslims visit the Haji Malang shrine in Mumbai - but a controversy has shaken some devotees.","2024-01-29 12:42:53",https://www.bbc.co.uk/news/world-asia-india-68090708?at_medium=RSS&at_campaign=KARANGA,0,Others
82,"3 American troops killed, 25 injured in attack on Jordan base near Syria border","President Biden blamed &quot;radical Iran-backed militant groups&quot; after three U.S. service members were killed and 25 others were hurt in Jordan near the Syrian border.","2024-01-29 12:42:53",https://www.foxnews.com/politics/3-american-troops-killed-25-injured-attack-jordan-base-near-syria-border,0,Others
83,"UK MPs to meet security minister over safety of Sikhs","A cross-party group of MPs is to meet with the security minister on Tuesday, an MP says.","2024-01-29 12:42:53",https://www.bbc.co.uk/news/uk-england-birmingham-68121754?at_medium=RSS&at_campaign=KARANGA,0,Others
84,"Trump admin cut funding to UN agency now accused of participating in Hamas attack ‘for reason’: Rep. McCaul","Texas Republican Rep. Michael McCaul highlighted on &quot;Fox News Sunday&quot; that former President Trump cut funding to the United Nations Relief and Works Agency during his administration.","2024-01-29 12:42:54",https://www.foxnews.com/politics/trump-admin-cut-funding-un-agency-now-accused-participating-hamas-attack-reason-rep-mccaul,0,Others
85,"WATCH: Trump and Greek prime minister hold joint news conference","President Donald Trump says the U.S. stands with Greece as they recover from their economic crisis.","2024-01-29 12:42:54",http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/,0,Others
86,"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Iraq may have ousted Islamic States militants from the city of Mosul over the summer, but the major task of finding and destroying the mines, booby traps and bombs remains. A security firm hired by the U.S. and Iraqi workers are making progress to clear major areas, but it could take years or even decades. Special correspondent Marcia Biggs reports on the safety of Mosul after ISIS.","2024-01-29 12:42:54",http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/,0,Others
87,"South Sudan civil war causes Africa’s worst refugee crisis","South Sudan’s four-year civil war has left half of the nation’s population, 6 million people, in need of humanitarian aid and caused one of the world’s worst refugee crises. With support from the U.S. Holocaust Memorial Museum’s Center for the Prevention of Genocide, NewsHour Weekend Special Correspondent Simona Foltyn and journalist Jason Patinkin traveled to Uganda to meet people desperate for asylum.","2024-01-29 12:42:54",http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,0,Others
88,"Snopes admits Biden wore construction hard hat backwards in 'fact check' reversal","Snopes reversed a fact check claiming that President Biden had not mistakenly worn a construction hard hat backwards this weekend, despite photo evidence.","2024-01-29 12:42:54",https://www.foxnews.com/politics/snopes-admits-biden-wore-construction-hard-hat-backwards-fact-check-reversal,0,Others
89,"Why a power struggle has broken out over Kirkuk","Two vital American allies have reignited their rivalry in Iraq. After months of simmering tensions, national military forces and militia moved to push Kurdish forces out of the disputed city of Kirkuk. Three weeks ago, the Kurds held a referendum to split from Iraq. Lisa Desjardins reports and Judy Woodruff talks with Emma Sky of Yale University and Feisal Istrabadi of Indiana University.","2024-01-29 12:42:54",http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,0,Others
90,"House GOP to hear additional witness testimony from Hunter Biden business partners amid impeachment inquiry","House Republicans plan to hear testimony this week from several additional witnesses who did business with Hunter Biden, as part of the ongoing impeachment inquiry against President Biden.","2024-01-29 12:42:55",https://www.foxnews.com/politics/house-gop-hear-additional-witness-testimony-hunter-biden-business-partners-amid-impeachment-inquiry,0,Others
91,"India v England: Relaxed, fit tourists look for series win for the ages","England's record in India is better than most, but merely staying competitive will be a fine achievement, writes Stephan Shemilt.","2024-01-29 12:42:55",https://www.bbc.co.uk/sport/cricket/68069988?at_medium=RSS&at_campaign=KARANGA,0,Others
92,"Far-right groups gain ground in Sweden and Germany amid migrant influx","Sunday’s election in Austria brought victory to 31-year-old Sebastian Kurz, who was elected chancellor on an anti-immigrant platform. Earlier, a strengthened far-right party dealt a blow to returning leader Angela Merkel in Germany’s election. As Sweden’s election approaches next year, special correspondent Michael Brabant surveys the changing political landscape in Europe.","2024-01-29 12:42:55",http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/,0,"Terrorism / Protest / Political Unrest / Riot"
93,"Lakshadweep: Can India's 'alternative Maldives' handle mass tourism?","Indian PM Modi's recent visit to Lakshadweep could spark a tourist surge - but is the island chain ready?","2024-01-29 12:42:55",https://www.bbc.co.uk/news/world-asia-india-67911165?at_medium=RSS&at_campaign=KARANGA,0,Others
94,"India v England: 'Hyderabad Heist shows England are unmissable'","The astonishing victory over India in Hyderabad shows why you cannot take your eyes off the England Test team, says Stephan Shemilt.","2024-01-29 12:42:55",https://www.bbc.co.uk/sport/cricket/68123032?at_medium=RSS&at_campaign=KARANGA,0,Others
95,"Ayodhya Ram Mandir: India PM Modi inaugurates Hindu temple on razed Babri mosque site","The rituals were led by PM Narendra Modi, while opposition leaders and some Hindu seers stayed away.","2024-01-29 12:42:55",https://www.bbc.co.uk/news/world-asia-india-68003095?at_medium=RSS&at_campaign=KARANGA,0,Others
96,"Hundreds dead after massive truck bomb strikes Mogadishu","At least 231 people were killed and hundreds more wounded after a massive truck bomb on Saturday struck Somalia's capital city of Mogadishu.","2024-01-29 12:42:56",http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,0,Others
97,"Women take the lead in Republic Day parade","Every year, the country celebrates the day its constitution came into effect with a grand spectacle.","2024-01-29 12:42:56",https://www.bbc.co.uk/news/world-asia-india-68091821?at_medium=RSS&at_campaign=KARANGA,0,Others
98,"Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’","That statement comes despite President Donald Trump's tweets a couple of weeks ago that his chief envoy was "wasting his time" trying to negotiate with "Little Rocket Man," a mocking nickname Trump has given the nuclear-armed nation's leader, Kim Jong Un.","2024-01-29 12:42:56",http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,0,Others
99,"Maldives: Maldivians debate India's 'boycott' of their nation","Tensions have escalated after three Maldivian ministers made derogatory comments about India's PM Modi.","2024-01-29 12:42:56",https://www.bbc.co.uk/news/world-asia-india-67942642?at_medium=RSS&at_campaign=KARANGA,0,Others
100,"U.S., Japan agree to maximize diplomatic pressure on North Korea","TOKYO — U.S. and Japanese diplomats agreed Tuesday to maximize pressure on North Korea to resolve tensions over its nuclear program, while citing the need to be prepared for the worst if diplomacy fails.","2024-01-29 12:42:56",http://www.pbs.org/newshour/rundown/u-s-japan-agree-maximize-diplomatic-pressure-north-korea/,0,Others
101,"Agatha Christie: The Indian hotel murder that inspired the queen of crime","The sensational case, which made global headlines, is said to have influenced Christie's first book.","2024-01-29 12:42:56",https://www.bbc.co.uk/news/world-asia-india-67943375?at_medium=RSS&at_campaign=KARANGA,0,Others
102,"Moti Mahal: India curry houses battle over butter chicken","Butter chicken - a curry popular around the world - is now in the middle of a court battle in India.","2024-01-29 12:42:57",https://www.bbc.co.uk/news/world-asia-india-68053470?at_medium=RSS&at_campaign=KARANGA,0,Others
103,"Moment worker is pulled from collapsed tunnel","Fourty-one Indian workers are finally rescued from a tunnel that partially caved in after a landslide.","2024-01-29 12:42:57",https://www.bbc.co.uk/news/world-asia-india-67552409?at_medium=RSS&at_campaign=KARANGA,0,Others
104,"Watch: Indian PM Modi inaugurates temple in Ayodhya","The opening of the grand temple comes ahead of India's general elections.","2024-01-29 12:42:57",https://www.bbc.co.uk/news/world-asia-india-68053468?at_medium=RSS&at_campaign=KARANGA,0,Others
105,"India flash floods: More than 100 missing in Sikkim state","Hundreds of search and rescue officers have been deployed across the state of Sikkim.","2024-01-29 12:42:57",https://www.bbc.co.uk/news/world-67015721?at_medium=RSS&at_campaign=KARANGA,0,Others
106,"Bopanna, 43, becomes oldest tennis world number one","Rohan Bopanna becomes the oldest tennis world number one aged 43 after he and Matthew Ebden reach the Australian Open doubles semi-finals.","2024-01-29 12:42:57",https://www.bbc.co.uk/sport/tennis/68078338?at_medium=RSS&at_campaign=KARANGA,0,Others
107,"Umar Khalid: Indian activist languishes in jail without bail or trial","Umar Khalid, who was arrested three years ago for alleged involvement in riots, is still waiting for a trial.","2024-01-29 12:42:58",https://www.bbc.co.uk/news/world-asia-india-67980484?at_medium=RSS&at_campaign=KARANGA,0,"Terrorism / Protest / Political Unrest / Riot"
108,"Bengaluru: Why English is dividing people in India's Silicon Valley","Kannada-language protesters recently hit the headlines for tearing down English billboards in Bengaluru.","2024-01-29 12:42:58",https://www.bbc.co.uk/news/world-asia-india-67889621?at_medium=RSS&at_campaign=KARANGA,0,Others
109,"Ayodhya: Temple to open at India’s religious fault-line","The new temple in Ayodhya has stirred up memories for the community caught up in 1992's violence.","2024-01-29 12:42:58",https://www.bbc.co.uk/news/world-asia-india-68030712?at_medium=RSS&at_campaign=KARANGA,0,Others
110,"Gujarat boat capsize victims 'not given life jackets'","Parents of students who died after a boat capsized in India's Gujarat state allege negligence by authorities.","2024-01-29 12:42:59",https://www.bbc.co.uk/news/world-asia-india-68027147?at_medium=RSS&at_campaign=KARANGA,0,Others
111,"Plane gets jammed under bridge in India","The scrap fuselage was on its way to Assam from Mumbai on a lorry when it got stuck.","2024-01-29 12:42:59",https://www.bbc.co.uk/news/world-asia-india-67843833?at_medium=RSS&at_campaign=KARANGA,0,Others
112,"First video of trapped tunnel workers in India","Rescuers have shared a video of the 41 workers who have been trapped inside a tunnel since 12 November.","2024-01-29 12:42:59",https://www.bbc.co.uk/news/world-asia-india-67482786?at_medium=RSS&at_campaign=KARANGA,0,Others
